Age,Income,Experience,LoanAmount,InterestRate,CreditHistoryLength,CreditScore,LoanApprovalStatus
22,53339,3,3000,5.42,3,571,No
24,53117,2,3000,8,2,605,No
21,40938,0,11200,13.92,4,659,Yes
23,54063,0,3000,11.49,3,588,No
23,53857,1,3000,9.25,3,634,No
23,41224,0,9000,13.57,4,566,No
25,40543,0,5000,6.54,2,650,No
24,40727,0,12250,13.11,4,527,No
24,41061,0,6000,10.59,3,583,No
24,40862,2,2500,7.14,3,623,No
25,55064,5,3000,7.9,4,633,No
24,41088,2,10000,11.01,4,693,No
24,55086,0,3000,7.49,4,615,No
24,55270,2,3000,9.99,4,637,No
22,55085,2,3000,11.99,4,592,No
26,47976,4,3000,11.01,2,589,Yes
24,47921,3,3000,14.61,4,681,Yes
22,55095,4,3000,11.01,3,707,No
24,55007,2,3000,9.32,2,653,No
21,48436,0,3000,13.67,2,682,Yes
23,41234,5,4200,11.01,3,610,No
24,48982,1,3000,11.01,3,694,Yes
25,40937,3,7125,7.51,3,655,No
22,41135,0,5000,18.25,2,664,No
24,41126,0,2500,8.9,2,649,No
24,49243,2,3000,17.27,2,649,Yes
25,56348,1,3000,11.01,3,646,No
23,41348,0,8000,6.99,2,645,No
22,57326,0,3000,6.62,2,628,No
21,57792,0,3000,13.92,2,661,No
25,41003,0,9750,11.01,3,600,No
26,58088,7,3000,6.76,2,639,No
23,41137,2,4000,14.79,2,620,No
24,51314,0,3000,11.01,3,609,Yes
24,41542,4,12000,5.42,2,647,No
25,58532,3,3000,11.01,4,609,No
22,58772,1,3000,14.79,2,489,No
25,58692,4,3000,13.47,4,547,No
21,58533,0,3000,9.76,4,641,No
26,58359,6,3000,10.14,3,605,No
25,41262,3,12000,9.99,3,633,No
22,60589,0,3000,7.88,3,639,No
25,61044,0,3000,6.03,3,590,No
26,54295,3,3000,7.49,4,574,Yes
23,61202,1,3000,8.49,2,704,No
23,53860,0,3000,7.66,4,673,Yes
23,61182,0,3000,6.91,2,642,No
22,41120,2,10750,7.88,2,643,No
23,53799,0,3000,9.62,4,659,Yes
22,41177,0,5000,7.14,3,618,No
23,61262,0,3000,11.01,2,569,No
26,61146,4,3000,9.88,4,672,No
22,60835,1,3000,10.99,3,588,No
24,62243,0,3000,8.9,2,631,No
24,63225,3,3000,10.65,3,616,No
24,63075,0,3000,12.68,4,574,No
24,63091,3,3000,10.59,2,657,No
22,56291,0,3000,15.62,2,544,Yes
23,63376,0,3000,10.37,2,579,No
22,41593,0,12000,10.65,3,575,No
23,63395,0,3000,5.99,2,587,No
25,63776,1,3000,12.99,4,608,No
22,41314,0,5000,13.85,3,642,No
25,59371,5,12000,11.01,4,653,No
22,59528,3,12000,7.49,3,577,No
26,41540,3,14400,7.88,3,649,No
23,59299,1,12000,10.25,4,592,No
25,41795,2,10000,15.31,4,668,No
23,41790,0,13000,15.31,4,639,No
23,59153,0,12000,7.42,3,610,No
26,60415,0,12000,15.23,3,619,No
23,41913,1,1000,10.59,2,590,Yes
25,60517,1,12000,7.14,4,602,No
24,41918,3,4000,14.91,2,639,No
25,61169,4,12000,16.77,3,668,No
26,61180,4,12000,11.01,4,656,No
24,42223,4,5100,11.12,4,671,No
21,41953,0,2500,7.88,3,654,Yes
22,41860,1,10000,14.96,3,644,No
21,60925,0,12000,11.71,3,530,No
23,60593,1,12000,10.59,3,643,No
24,60830,0,12000,17.14,4,671,No
24,54064,1,12000,12.23,3,669,Yes
23,60675,2,12000,6.54,3,641,No
22,53904,0,12000,11.86,2,553,Yes
24,61257,3,12000,7.51,4,647,No
25,61118,0,12000,7.88,4,604,No
23,53866,0,12000,11.01,4,647,Yes
25,60779,0,12000,7.88,2,547,No
23,60977,0,12000,12.87,2,607,No
22,61205,0,12000,10,2,598,No
25,54102,2,12000,15.31,3,642,Yes
23,53910,0,12000,16,2,621,Yes
22,61435,3,12000,12.73,4,609,No
26,41753,0,12000,6.03,4,660,No
25,61370,1,12000,11.01,3,672,No
23,61517,1,12000,11.58,4,578,No
25,41914,2,10000,12.42,3,586,No
25,42223,3,2500,6.03,2,619,No
23,42174,2,10000,6.99,4,631,No
23,62046,3,12000,12.99,3,674,No
22,55686,1,12000,11.01,4,530,Yes
25,63508,0,12000,12.21,4,597,No
24,63124,2,12000,7.51,3,640,No
25,42203,6,2000,7.66,4,614,Yes
22,63225,3,12000,11.99,3,681,No
23,41843,0,10950,7.29,2,644,No
26,41963,0,5000,5.79,4,559,No
22,63111,0,12000,13.61,3,583,No
26,42045,5,6000,6.92,4,715,No
22,63291,0,12000,13.57,2,607,No
21,41852,0,6000,6.76,2,667,No
25,57065,2,12000,13.11,4,610,Yes
21,41365,0,7200,6.76,2,552,Yes
24,41988,0,5100,14.35,4,612,No
23,57257,0,12000,16.29,3,630,Yes
24,64797,0,12000,11.11,3,587,No
26,64510,2,12000,14.59,3,484,No
22,41728,0,11500,10.99,2,633,No
24,64516,1,12000,12.53,4,625,No
23,65829,0,12000,11.01,3,661,No
22,65640,4,12000,10.99,2,571,No
25,41803,0,6000,15.7,3,670,Yes
22,65445,1,12000,8.49,4,623,No
24,65845,6,12000,8.49,4,575,No
23,65827,1,12000,11.36,2,528,No
22,59276,0,12000,14.65,3,642,Yes
25,41742,3,10000,12.87,4,673,No
25,66933,4,12000,10.37,2,655,No
24,41613,3,10000,12.18,4,650,No
26,66845,3,12000,7.88,4,659,No
23,41398,2,19000,11.48,4,626,No
22,67038,1,12000,8.32,4,653,No
26,67550,7,12000,12.42,3,692,No
24,41689,2,6000,14.11,4,601,No
25,41621,1,10000,11.26,3,685,No
25,66967,2,12000,10.65,3,669,No
22,41728,0,5000,9.63,3,644,No
21,67003,0,12000,10.62,2,600,No
25,41879,3,7000,11.28,2,657,No
25,59792,4,12000,13.49,2,624,Yes
24,41634,5,10000,11.01,3,650,No
22,67114,0,12000,13.79,2,563,No
24,67085,0,12000,9.63,2,671,No
21,41896,0,1500,10.65,3,664,No
22,67444,0,12000,11.01,4,577,No
22,68328,0,12000,6.91,2,678,No
23,41791,1,9000,13.47,4,669,No
23,42258,0,5500,7.49,4,676,No
21,68428,1,12000,10.75,4,652,No
24,67919,1,12000,11.49,2,655,No
23,68294,0,12000,10.75,3,651,No
24,67975,1,12000,8.94,3,665,No
24,67915,3,12000,14.26,2,668,No
25,61219,0,12000,14.74,2,532,Yes
22,68944,0,12000,10.99,2,638,No
23,69560,0,12000,11.01,4,599,No
26,69402,4,12000,10.99,4,610,No
23,42395,0,5000,7.9,3,661,No
23,62035,1,12000,17.99,4,619,Yes
21,69519,0,12000,7.29,4,657,No
24,62174,0,12000,7.88,3,687,Yes
22,69512,2,12000,13.11,2,565,No
23,69570,0,12000,8.94,2,644,No
23,70337,0,12000,12.87,3,569,No
25,62740,3,12000,13.47,3,673,Yes
23,63238,2,12000,15.95,3,611,Yes
21,42678,0,6400,7.51,2,489,No
26,70598,7,12000,9.91,3,571,No
22,70623,2,12000,11.49,4,651,No
24,70285,3,12000,13.11,2,616,No
24,63729,0,12000,9.99,4,603,Yes
26,42032,7,5400,7.68,4,692,No
22,71611,0,12000,10.37,3,659,No
23,42545,3,10000,10.59,2,563,No
24,63496,5,3000,11.49,4,640,No
24,63688,1,3000,11.01,2,646,No
23,64734,0,3000,10.99,4,583,No
23,42580,0,6800,12.69,4,638,No
24,42331,3,4000,5.42,2,696,No
25,64810,3,3000,13.99,2,615,No
21,64777,0,3000,11.01,4,651,No
23,42671,0,3000,10.75,4,549,Yes
22,65612,0,3000,11.01,4,675,No
22,42880,1,1500,13.49,3,661,No
25,65750,0,3000,9.32,3,625,No
26,42811,5,5975,11.49,4,538,No
25,42648,2,5125,6.99,2,634,Yes
25,42471,4,9450,5.99,4,623,No
23,66811,1,3000,6.99,2,606,No
22,67025,0,3000,12.68,4,627,No
25,59830,0,3000,12.68,3,631,Yes
22,59387,2,3000,12.23,2,593,Yes
26,66852,1,3000,11.01,2,666,No
23,66737,1,3000,9.88,2,566,No
25,67067,4,3000,6.39,4,637,No
22,67633,0,3000,10.59,3,656,No
22,42825,0,4000,9.99,2,678,No
25,68484,1,3000,12.69,3,596,No
24,60935,1,3000,11.01,2,611,Yes
22,42548,0,13000,16,2,676,No
25,42498,6,6000,11.48,2,563,No
25,61463,5,3000,14.42,2,618,Yes
23,43154,1,22550,15.96,3,460,No
21,69394,0,3000,5.42,3,614,No
24,43196,2,8000,11.71,2,585,No
24,69006,0,3000,7.88,3,631,No
23,43290,2,12000,12.42,2,519,No
22,70597,0,3000,11.83,2,625,No
23,71381,0,3000,9.88,2,598,No
23,72194,1,3000,7.14,2,523,No
23,72132,1,3000,9.63,3,622,No
21,42977,0,10000,11.01,4,601,No
23,43410,0,5000,11.71,4,707,No
25,72840,0,3000,17.58,2,605,No
26,73546,2,3000,15.62,2,673,No
26,43427,2,4800,6.03,2,641,No
24,42879,0,15000,14.27,2,597,No
26,72912,4,3000,10,3,608,No
23,72648,4,3000,7.51,2,507,No
23,72910,0,3000,10.25,4,609,No
21,43081,0,6900,12.42,3,661,No
23,42952,0,14000,11.01,3,681,No
22,72890,1,3000,11.89,4,657,No
26,73858,1,3000,12.22,4,681,No
24,42626,5,8575,10.65,4,628,No
22,43144,0,9500,6.03,3,550,No
24,67289,3,3000,8.9,3,586,Yes
23,74580,1,3000,12.42,2,553,No
21,42886,0,5000,14.27,3,677,No
25,43068,5,7000,11.01,2,628,No
24,75854,0,3000,9.99,2,586,No
23,68599,1,3000,14.84,3,615,Yes
23,69380,1,3000,14.59,2,643,Yes
24,42973,2,7000,16.29,4,659,No
24,43324,1,7500,7.9,3,574,No
26,77901,2,3000,11.01,4,696,No
22,70631,2,3000,9.07,2,586,Yes
23,71418,1,3000,10.36,4,672,Yes
22,71685,0,3000,12.84,3,672,Yes
25,79418,1,3000,8.49,4,671,No
24,43126,3,10000,7.9,4,626,No
22,78958,0,3000,6.99,4,701,No
22,42843,0,8000,12.69,4,644,No
26,78908,4,3000,5.79,2,664,No
23,79261,0,3000,14.84,3,592,No
26,43036,3,8000,12.69,3,669,No
23,78953,1,3000,13.61,3,676,No
23,80042,0,3000,5.99,2,626,No
25,73304,2,3000,13.47,3,566,Yes
23,81557,0,3000,10.99,2,657,No
23,43026,2,12000,12.42,3,674,No
21,43180,0,8000,9.91,3,659,No
22,42890,0,5000,7.9,3,597,No
26,82266,5,3000,8.88,2,615,No
26,82053,4,3000,9.32,4,576,No
21,82451,0,3000,11.78,2,646,No
26,66361,4,3000,19.42,2,658,Yes
23,84867,0,3000,14.27,2,595,No
22,85273,0,3000,7.29,4,648,No
24,78179,3,3000,15.21,4,603,Yes
24,43074,4,15000,7.49,4,672,No
22,42873,0,6000,7.49,4,677,No
22,86011,0,3000,14.65,4,704,No
26,86137,6,3000,11.01,4,592,No
26,43017,6,7200,10.59,3,641,No
23,87386,0,3000,11.99,2,613,No
21,43672,0,15000,11.01,4,499,No
23,87342,3,3000,7.43,2,677,No
26,87511,6,3000,7.29,2,617,No
23,88376,0,3000,12.18,3,546,No
22,42783,0,5000,20,2,706,No
23,90250,3,3000,11.99,4,622,No
23,42863,0,2100,5.42,3,577,No
24,35820,1,6000,15.62,3,653,Yes
21,42979,0,4800,10.99,3,620,No
22,91092,0,3000,8.9,2,610,No
24,42725,4,4800,5.42,3,700,No
23,90933,1,3000,11.01,2,595,No
24,90885,3,3000,11.01,4,643,No
23,42983,1,3825,7.49,4,584,No
23,93805,0,3000,9.63,2,661,No
25,93901,3,3000,6.54,4,599,No
25,43305,5,6400,11.01,2,591,No
23,94745,0,3000,16.89,3,591,No
22,94897,0,3000,6.99,4,644,No
22,94173,1,3000,16.32,2,610,No
22,100731,0,3000,9.63,3,683,No
25,101872,3,3000,5.79,3,608,No
25,81209,5,3000,16.02,4,627,Yes
22,42991,0,3500,11.49,3,535,No
22,102995,0,3000,10.99,2,560,No
23,102931,1,3000,7.49,3,604,No
24,108402,3,3000,10.25,3,626,No
23,43074,2,5500,5.42,2,682,No
26,108985,4,3000,11.01,4,673,No
25,43204,0,10000,11.99,4,533,No
25,42975,3,5000,5.99,4,641,No
26,121130,3,3000,13.57,3,503,No
22,35446,0,9000,11.01,4,588,Yes
24,121238,2,3000,9.76,3,665,No
26,124895,4,3000,7.88,4,605,No
24,132970,0,3000,7.88,2,659,No
21,42819,0,4000,7.29,2,545,No
23,133108,0,3000,14.22,3,574,No
24,139047,1,3000,14.27,2,668,No
24,145364,4,3000,5.79,4,574,No
24,42794,0,3600,6.92,2,608,No
26,42804,4,5600,11.11,4,601,No
21,42741,0,6500,13.43,2,669,No
24,150900,2,3000,14.72,3,591,No
22,43080,0,4000,7.29,2,646,No
26,150915,2,3000,12.21,4,625,No
24,43117,1,2000,10.37,2,638,No
24,171265,1,3000,7.88,2,642,No
25,166103,1,3000,13.06,2,580,Yes
25,216723,1,3000,11.12,2,626,No
25,22077,5,3025,11.49,2,686,Yes
25,43065,5,3600,13.43,3,634,No
22,20983,0,3050,9.91,3,612,Yes
26,43029,4,7200,11.11,4,672,No
23,29873,0,3050,7.49,4,658,No
23,15524,0,3075,10.37,2,667,Yes
25,37122,2,3075,10.59,2,570,No
26,42901,6,8000,5.42,2,673,No
21,43373,0,1500,9.63,4,640,No
26,53591,5,3075,10.99,3,668,No
23,35590,4,10000,18.62,3,560,Yes
25,24952,1,3100,11.71,4,643,No
26,42730,3,3800,6.54,3,555,No
23,25215,2,3125,12.61,3,621,No
26,43295,4,2500,9.25,3,570,No
21,19243,0,3150,10.99,4,538,Yes
25,51531,6,3150,5.79,4,507,No
22,43024,0,8000,5.79,4,642,No
24,43094,0,3600,9.99,4,667,No
22,35880,0,12000,5.42,4,658,Yes
22,116053,1,3150,6,2,679,No
21,35759,0,3175,6.03,4,494,No
24,15394,6,3200,5.99,3,668,Yes
24,42973,2,7775,11.01,2,621,No
21,15237,0,3200,11.49,2,631,Yes
26,18488,3,3200,12.21,2,634,Yes
22,19960,0,3200,17.93,4,618,Yes
25,20168,4,3200,9.32,2,620,Yes
21,22703,0,3200,8.49,3,609,Yes
22,42747,0,3500,11.01,3,649,No
23,22337,2,3200,11.01,4,586,Yes
23,35921,0,6000,7.88,2,583,Yes
21,42732,0,13650,7.51,4,623,No
22,23989,1,3200,15.28,3,681,Yes
23,24907,0,3200,7.14,4,616,No
23,25179,0,3200,16,2,588,Yes
23,26028,0,3200,14.84,2,578,No
23,27680,0,3200,12.69,4,642,No
25,28353,5,3200,14.79,2,691,No
24,43113,2,8000,11.86,3,641,No
21,30159,0,3200,13.57,4,502,No
26,43006,0,6000,7.51,4,635,No
24,31081,4,3200,13.11,4,633,Yes
25,34119,2,3200,12.21,2,690,No
22,34679,3,3200,10.59,2,639,No
21,37107,1,3200,11.01,2,692,No
25,36979,2,3200,13.99,2,701,No
26,37143,0,3200,11.01,3,633,No
21,37045,0,3200,11.14,3,642,No
25,36764,3,3200,8,4,630,No
24,43249,2,2950,11.01,4,618,No
23,38298,1,3200,11.49,4,690,No
23,38443,0,3200,13.49,4,690,No
22,38406,0,3200,11.99,2,593,No
22,38994,0,3200,10.2,3,622,No
25,40687,4,3200,5.42,4,635,No
24,35635,3,1450,11.01,4,709,Yes
25,35631,6,3200,17.49,2,614,Yes
26,42780,5,3000,6.76,3,688,No
22,37248,1,3200,15.62,4,635,Yes
21,37579,0,3200,10.37,3,574,Yes
22,46057,1,3200,13.04,2,613,No
26,46925,4,3200,13.49,2,680,No
25,40697,6,3200,12.99,2,539,Yes
24,50896,1,3200,9.63,3,534,No
22,52058,0,3200,7.49,4,640,No
26,52649,7,3200,14.35,4,604,No
24,53840,2,3200,8,2,647,No
22,54475,0,3200,11.01,4,674,No
21,55215,0,3200,6.54,4,660,No
22,42853,0,7500,13.92,3,656,No
23,55107,0,3200,7.37,3,587,No
26,35793,3,11200,11.14,4,708,Yes
25,51085,2,3200,15.7,2,618,Yes
23,60140,2,3200,13.48,3,588,No
22,61083,0,3200,8.49,4,675,No
22,62202,0,3200,10.99,2,594,No
23,43378,1,8400,12.18,3,677,No
25,58524,2,3200,11.01,4,657,Yes
24,66737,0,3200,11.83,2,629,No
23,43164,1,15000,18.43,2,577,No
23,42856,0,12800,11.83,2,545,Yes
26,66870,5,3200,8.49,3,509,No
22,42839,0,3500,11.48,4,661,No
24,70623,3,3200,14.35,2,662,No
22,73084,0,3200,11.71,2,593,No
22,65835,2,3200,16.49,4,680,Yes
24,73188,0,3200,7.14,3,697,No
26,74613,4,3200,9.91,2,653,No
26,42968,3,5000,14.42,2,641,No
26,78910,3,3200,11.71,3,591,No
24,42776,4,13000,14.74,3,595,No
24,71559,0,3200,13.8,3,648,Yes
24,79415,1,3200,9.99,4,626,No
24,87110,0,3200,13.92,3,591,No
22,90992,1,3200,10.28,4,647,No
24,43100,0,3500,16,3,692,No
26,43181,3,6000,12.21,4,528,No
25,94488,0,3200,12.99,4,651,No
24,100266,1,3200,6.99,3,592,No
23,94751,5,3200,10.99,3,648,Yes
21,103186,0,3200,10.25,4,636,No
25,94354,0,3200,14.59,3,640,Yes
21,42587,0,4950,7.68,4,669,No
22,36267,1,7500,10.08,4,611,Yes
22,42822,0,7500,11.34,2,703,No
22,13178,0,3250,11.01,2,668,Yes
21,15535,0,3250,9.99,2,671,Yes
21,43107,2,800,7.37,3,609,No
22,18155,1,3250,16.29,4,603,Yes
24,20315,2,3250,12.42,4,698,Yes
22,21770,1,3250,6.91,2,594,Yes
23,22510,0,3250,11.01,4,619,Yes
23,22710,0,3250,13.22,2,655,Yes
25,43160,3,5400,12.17,4,586,No
22,43047,0,3000,7.9,4,555,No
22,25541,2,3250,14.26,2,664,Yes
24,31255,4,3250,13.67,4,671,No
22,43068,0,9000,10,2,643,No
26,34397,4,3250,14.59,4,631,Yes
24,43183,2,7000,5.42,3,698,No
21,43159,0,1500,9.62,2,557,No
25,37243,2,3250,5.42,3,630,No
22,43465,0,3250,6.54,3,504,No
24,47994,3,3250,8.94,2,635,Yes
21,42760,0,3000,15.58,3,689,No
21,35547,0,7400,17.56,3,658,Yes
24,42735,3,9600,7.88,3,663,No
24,43024,0,8000,14.96,4,631,No
22,35918,0,3300,8.49,3,663,No
22,43142,0,10000,7.51,4,544,No
24,40536,0,3300,12.99,4,619,No
26,41542,6,3300,15.65,4,686,No
21,43227,0,3600,8,2,691,No
22,80082,0,3300,14.65,2,586,No
21,85302,0,3300,11.01,4,578,No
21,109110,1,3300,11.71,4,631,No
24,42923,0,18225,9.63,3,699,Yes
25,45434,6,3325,11.49,3,607,No
22,42970,2,8400,10.39,2,675,No
24,36543,3,3350,14.72,2,681,No
25,44098,6,3350,7.9,4,682,No
24,93646,0,3350,11.01,3,619,No
21,40723,1,3375,13.49,3,637,No
25,14382,0,3400,11.01,2,589,Yes
23,30002,1,3400,7.51,4,680,No
22,35199,0,3400,8.94,3,666,No
25,43531,4,1000,11.01,3,696,No
26,35760,3,3400,15.62,4,607,Yes
23,49062,3,3400,6.92,3,526,No
23,64320,0,3400,17.58,4,604,Yes
22,36053,0,12000,11.66,3,685,Yes
23,43353,5,2100,7.51,2,590,No
24,73196,0,3400,11.01,2,630,No
23,97282,2,3400,8.49,3,649,No
23,43451,0,6500,5.42,2,491,No
25,36182,3,8875,12.69,3,577,Yes
22,43515,1,9600,5.99,4,560,No
24,138777,1,3400,12.21,4,482,Yes
21,43575,0,12250,15.31,4,636,No
25,43629,0,10000,8.94,2,523,No
26,17602,2,3450,12.69,3,691,Yes
25,31128,4,3450,11.99,4,578,Yes
22,15343,0,3500,15.65,2,694,Yes
23,43687,0,5600,6.76,3,619,No
22,16281,0,3500,8.59,4,589,Yes
21,17383,0,3500,9.96,2,694,Yes
21,19902,3,3500,16.07,3,570,Yes
21,36808,0,12000,11.83,4,679,Yes
22,21955,0,3500,11.01,4,615,Yes
26,36439,1,12000,9.32,4,661,Yes
22,22854,0,3500,13.48,2,598,Yes
21,23294,0,3500,13.35,2,581,Yes
24,23740,1,3500,7.88,2,641,Yes
22,24992,2,3500,13.11,3,637,No
25,24681,1,3500,10.28,2,549,No
23,43768,0,9000,7.49,3,544,No
24,43626,0,14500,11.01,3,713,No
22,25155,2,3500,6.99,2,581,No
22,43610,0,4000,12.53,2,651,No
23,43398,2,3000,11.28,3,618,No
22,27003,0,3500,11.01,2,676,Yes
21,26844,0,3500,7.51,2,627,No
22,27852,1,3500,16.49,3,633,Yes
22,36382,0,5775,5.42,3,660,Yes
22,28720,1,3500,10.37,4,554,No
24,43742,4,10000,13.49,3,596,No
24,29625,3,3500,15.65,3,676,Yes
23,43877,0,8700,7.51,2,623,No
26,29636,6,3500,10.71,4,697,No
22,30407,3,3500,9.99,3,656,No
22,43900,4,6000,15.27,3,611,No
23,31980,0,3500,6.91,3,644,No
22,32600,1,3500,15.27,3,552,No
21,32599,0,3500,8.49,3,647,Yes
22,44309,4,11625,13.49,2,593,No
25,33983,2,3500,10.99,4,688,No
22,35605,0,3500,11.01,2,661,No
23,44129,3,11300,12.69,2,655,No
21,37163,0,3500,7.9,2,560,No
24,36858,0,3500,5.99,2,498,No
22,37190,0,3500,14.22,4,591,Yes
22,36652,0,3500,13.92,4,557,No
22,44273,0,18500,7.9,4,570,No
26,36621,3,3500,11.01,2,657,No
21,36677,0,3500,11.01,4,600,No
25,38563,3,3500,6.92,3,624,No
24,44529,0,5200,9.91,3,611,No
21,40504,0,3500,11.71,4,649,No
26,40393,8,3500,10.25,2,632,No
22,41769,4,3500,14.27,3,547,No
22,44187,0,12000,11.71,2,666,No
25,44382,4,5100,8.9,4,663,No
26,42015,3,3500,12.84,4,630,No
24,42722,1,3500,6.99,2,619,No
21,42659,0,3500,9.62,2,629,No
24,44185,3,5600,7.9,2,661,No
25,42819,0,3500,11.58,3,676,No
21,43350,0,3500,12.53,4,676,No
21,43208,0,3500,5.79,2,602,No
23,43567,0,3500,10.99,3,614,No
25,44274,2,3500,6.62,3,649,No
21,43629,0,1000,12.42,2,688,No
22,43964,1,5250,11.01,4,563,No
23,36837,3,3500,11.49,2,594,Yes
21,46804,0,3500,10.59,3,571,No
26,43921,3,5175,6.03,4,634,No
22,46913,0,3500,13.99,3,605,No
22,47773,0,3500,9.91,4,652,No
22,48273,0,3500,5.42,2,643,No
24,48948,1,3500,7.9,4,629,No
23,48791,3,3500,11.99,4,621,No
23,48998,0,3500,13.23,2,667,No
24,48911,3,3500,11.01,2,664,No
24,43983,4,3600,16.77,2,532,No
26,36977,5,8000,6.62,4,560,Yes
21,50056,0,3500,10.75,3,659,No
24,44116,3,8000,10.65,2,593,No
25,51411,2,3500,5.42,4,640,No
23,37117,3,4800,10.65,3,638,Yes
26,51158,4,3500,10.74,4,613,No
21,51396,0,3500,10.37,4,567,No
22,44303,0,7275,6.03,3,648,No
24,43980,0,14775,6.62,4,705,No
24,51334,2,3500,11.01,3,643,No
26,44192,6,4000,11.01,3,606,No
26,51672,2,3500,12.61,4,596,No
21,52052,0,3500,11.86,4,678,No
22,44448,2,1000,9.99,3,530,No
24,53975,1,3500,12.69,2,561,No
23,54982,2,3500,10.59,4,722,No
23,47905,0,3500,11.86,4,685,Yes
22,55019,0,3500,12.53,3,651,No
25,37073,3,12000,5.99,4,653,Yes
25,57321,0,3500,9.99,3,610,No
25,44561,2,8400,5.99,3,613,No
24,36936,0,10000,15.99,2,632,Yes
25,44355,2,5600,7.49,4,654,No
26,43890,6,7000,7.49,2,565,No
23,57931,2,3500,12.69,3,642,No
23,58225,0,3500,13.98,4,633,No
25,58354,1,3500,13.16,3,641,No
23,44334,0,2000,11.49,2,673,No
23,59425,0,3500,8,2,622,No
22,60898,0,3500,11.01,3,650,No
22,44385,0,12375,11.01,3,488,No
22,61400,0,3500,7.14,4,591,No
22,63619,0,3500,9.62,2,660,No
23,43779,1,11000,11.01,3,683,No
24,55772,5,3500,12.21,2,668,Yes
24,63883,0,3500,7.68,2,645,No
23,64343,3,3500,12.23,4,496,No
23,44260,2,14000,12.99,3,612,No
25,65693,0,3500,9.25,2,619,No
21,44361,0,2800,6.99,2,616,No
21,36965,0,13250,13.99,3,634,Yes
24,66969,0,3500,8.88,4,610,No
22,66769,0,3500,9.99,3,672,No
23,68075,4,3500,11.01,3,615,No
22,69655,1,3500,12.61,2,686,No
26,61948,5,3500,13.24,4,663,Yes
26,70299,3,3500,8.59,2,626,No
24,71823,1,3500,8.9,3,675,No
22,72983,2,3500,5.42,2,642,No
22,44046,0,5975,7.42,4,537,No
24,72728,1,3500,11.86,4,691,No
24,43804,0,6500,5.42,2,581,No
23,44335,0,7200,5.42,2,561,No
21,43980,1,4000,5.99,4,528,No
25,44100,0,5300,7.49,3,574,No
25,68566,3,3500,15.62,4,708,Yes
22,44127,0,3500,11.01,2,606,No
23,77693,0,3500,9.63,3,679,No
24,78863,2,3500,7.74,3,564,No
25,71752,7,3500,15.65,2,640,Yes
23,44444,2,6400,11.49,3,602,No
23,37232,0,6725,6.99,3,655,Yes
25,81000,3,3500,11.01,3,679,No
23,44208,0,5000,14.79,2,649,No
24,44056,2,3500,13.06,3,637,No
23,85262,0,3500,5.42,3,679,No
23,78180,0,3500,14.72,2,628,Yes
23,89921,3,3500,12.87,3,634,No
26,82431,4,3500,15.28,3,668,Yes
24,90351,1,3500,7.29,4,582,No
23,90841,0,3500,11.11,4,609,No
22,90874,0,3500,7.29,2,601,No
25,93335,2,3500,7.9,4,608,No
23,95029,2,3500,9.96,4,653,No
23,98132,2,3500,10.75,3,545,No
25,101283,3,3500,11.01,2,715,No
24,94536,0,3500,11.83,3,659,Yes
24,44417,0,7000,11.11,4,629,No
21,44469,0,4000,5.42,3,601,No
23,113944,0,3500,11.49,3,582,No
23,118689,0,3500,8.07,3,609,No
21,133300,0,3500,13.99,3,629,No
23,32088,0,3525,6.62,4,632,No
22,44150,0,12000,7.29,3,639,No
24,44234,1,3525,14.59,3,605,No
26,54878,5,3575,11.01,2,704,No
22,13936,0,3600,12.23,3,600,Yes
21,43861,0,11000,5.42,3,664,No
25,15187,4,3600,9.62,2,620,Yes
21,15557,0,3600,8.32,2,637,Yes
22,43994,0,7500,9.63,2,499,No
26,44262,4,9000,5.42,4,555,No
23,37480,0,2200,11.01,3,683,Yes
22,44104,0,2000,11.01,4,662,No
21,18995,0,3600,15.95,2,666,Yes
23,44364,1,12000,10.74,4,694,No
22,22492,0,3600,11.01,3,505,Yes
22,22669,3,3600,6.91,3,509,Yes
22,23183,4,3600,8.9,4,608,Yes
24,24882,1,3600,11.71,4,684,No
25,26900,7,3600,10.99,4,663,No
24,29876,1,3600,6.62,4,643,Yes
23,44404,0,4800,13.06,2,669,No
21,29713,0,3600,11.99,3,591,No
26,29762,1,3600,14.96,4,664,Yes
23,29937,1,3600,16.49,3,596,Yes
21,30888,0,3600,14.09,3,561,Yes
21,32656,0,3600,14.27,3,684,No
26,36956,2,3600,15.99,4,593,Yes
23,36532,0,3600,5.99,2,650,No
24,37133,2,3600,7.49,4,695,No
22,36869,1,3600,10.99,3,632,No
24,36845,0,3600,8.49,3,623,No
22,44020,4,7750,9.99,4,661,No
23,43715,0,15800,13.72,4,663,No
23,36601,1,3600,14.17,3,619,No
23,37324,0,3600,6.17,2,583,No
22,44257,0,1800,6.17,4,556,No
24,44607,0,4800,6.91,3,647,No
22,36917,0,3600,12.21,3,578,No
23,37169,1,3600,9.7,3,693,No
22,44171,0,10000,5.42,3,604,No
22,38286,0,3600,12.69,3,525,No
23,44171,2,1800,6.54,4,568,No
25,38514,5,3600,8.9,2,693,No
23,44255,0,14600,12.61,2,621,No
23,44492,4,6000,8.88,2,583,No
25,39475,3,3600,7.51,3,614,No
24,39509,4,3600,7.49,3,629,No
23,39168,0,3600,9.63,3,468,No
25,40489,3,3600,10,3,622,Yes
22,42767,0,3600,11.83,3,592,No
